INCIDENT_UNIQUE_IDENTIFIER,INCIDENT_DATE,OFFICER_ASSIGNMENT,LOCATION_DISTRICT,SHIFT,LOCATION_DISTRICT.1,REASON_FOR_FORCE,TYPE_OF_FORCE_USED,SUBJECT_DETAILS,INCIDENT_REASON,SUBJECT_WAS_ARRESTED,CHARGE,SUBJECT_INJURY,SUBJECT_HOSPITALIZATION,SUBJECT_DETAILS.1,OFFICER_INJURY,OFFICER_HOSPITALIZATION,OFFICER_DETAILS,SUBJECT_RACT,SUBJECT_GENDER,SUBJECT_AGE,OFFICER_RACE,OFFICER_GENDER,OFFICER_AGE,OFFICER_YEARS_ON_FORCE,OFFICER_ID
2eee5efc551658ac47396987addcb792,7/14/16 0:00,Operations Division,North District,ND Middle Shift,,Combative Suspect,Physical-Fist Strike,In compliance,Call For Service,TRUE,Public Intoxication,FALSE,TRUE,,TRUE,TRUE,No injuries noted or visible,White,Male,47,Other,Male,30,2,9ca8236e9d4424c4828772d6d3d33e42
0405f8d5823af00df4fa710d3b8db864,7/14/16 0:00,Operations Division,East District,ED Middle Shift,,Non-Compliant,Physical-Other,In compliance,Arrest,TRUE,Resisting Law Enforcement (F),TRUE,FALSE,Complaint of Pain,TRUE,TRUE,No injuries noted or visible,Black,Male,39,White,Male,31,6,8c975febe4ea70e7bae88c0823e6d2d8
2eee5efc551658ac47396987addcb792,7/14/16 0:00,Operations Division,North District,ND Middle Shift,,Combative Suspect,Physical-Leg Sweep,In compliance,Call For Service,TRUE,Public Intoxication,FALSE,TRUE,,TRUE,TRUE,No injuries noted or visible,White,Male,47,Other,Male,30,2,9ca8236e9d4424c4828772d6d3d33e42
2dd68339b17fa696e07a88fc0df8e45b,7/15/16 0:00,Administration Division,Training Bureau,Recruit Training Section,12th Recruit Class,Non-Compliant,Physical-Handcuffing,In compliance,Arrest,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,Black,Male,30,Black,Male,31,2,01dd1eed78ad9f13d298b331a54bc26e
2eee5efc551658ac47396987addcb792,7/14/16 0:00,Operations Division,North District,ND Middle Shift,,Combative Suspect,Physical-Handcuffing,In compliance,Call For Service,TRUE,Public Intoxication,FALSE,TRUE,,TRUE,TRUE,No injuries noted or visible,White,Male,47,Other,Male,30,2,9ca8236e9d4424c4828772d6d3d33e42
0405f8d5823af00df4fa710d3b8db864,7/14/16 0:00,Operations Division,East District,ED Middle Shift,,Non-Compliant,Physical-Other,In compliance,Arrest,TRUE,Resisting Law Enforcement (F),TRUE,FALSE,Complaint of Pain,TRUE,TRUE,No injuries noted or visible,Black,Male,39,White,Male,27,2,26e7ffb946a061efe6f9ce0376b5fec4
2eee5efc551658ac47396987addcb792,7/14/16 0:00,Operations Division,North District,ND Middle Shift,,Combative Suspect,Less Lethal-Taser,In compliance,Call For Service,TRUE,Public Intoxication,FALSE,TRUE,,TRUE,TRUE,No injuries noted or visible,White,Male,47,Other,Male,30,2,9ca8236e9d4424c4828772d6d3d33e42
060f37ce4b09cf3772727e91f8647dcd,7/14/16 0:00,Operations Division,Northwest District,NW Late Shift,,Combative Suspect,Less Lethal-Taser,In compliance,Call For Service,FALSE,Immediate Detention,TRUE,TRUE,,FALSE,FALSE,,Black,Male,39,White,Male,38,8,ed10e9e3269981467205cb97ff792079
df2fd541a1f1f0f87196d2cbe40c8866,7/14/16 0:00,Operations Division,Northwest District,NW Late Shift,,Combative Suspect,,,Call For Service,FALSE,Immediate Detention,FALSE,TRUE,,FALSE,FALSE,,Black,Male,39,Hispanic,Male,25,,cc74e559e838fb50e3edd43fd752ee40
df2fd541a1f1f0f87196d2cbe40c8866,7/14/16 0:00,Operations Division,Northwest District,NW Late Shift,,Combative Suspect,,,Call For Service,FALSE,Immediate Detention,FALSE,TRUE,,FALSE,FALSE,,Black,Male,39,Hispanic,Male,44,8,017b5f10c7b1d4aa05e930dbbe5dc047
df2fd541a1f1f0f87196d2cbe40c8866,7/14/16 0:00,Operations Division,Northwest District,NW Late Shift,,Combative Suspect,,,Call For Service,FALSE,Immediate Detention,FALSE,TRUE,,FALSE,FALSE,,Black,Male,39,White,Male,38,8,ed10e9e3269981467205cb97ff792079
df2fd541a1f1f0f87196d2cbe40c8866,7/14/16 0:00,Operations Division,Northwest District,NW Late Shift,,Combative Suspect,,,Call For Service,FALSE,Immediate Detention,FALSE,TRUE,,FALSE,FALSE,,Black,Male,39,White,Male,40,8,950d49759ea58670b7c0f0e53056b3d3
0405f8d5823af00df4fa710d3b8db864,7/14/16 0:00,Operations Division,East District,ED Middle Shift,,Non-Compliant,Physical-Fist Strike,In compliance,Arrest,TRUE,Resisting Law Enforcement (F),TRUE,FALSE,Complaint of Pain,TRUE,TRUE,No injuries noted or visible,Black,Male,39,White,Male,30,1,0bd5c734238622e1faa1beda5588c3ef
0405f8d5823af00df4fa710d3b8db864,7/14/16 0:00,Operations Division,East District,ED Middle Shift,,Non-Compliant,Physical-Other,In compliance,Arrest,TRUE,Resisting Law Enforcement (F),TRUE,FALSE,Complaint of Pain,TRUE,TRUE,Complaint of Pain,Black,Male,39,White,Male,33,1,cd7e3aa0e280bc1bff5aa1981ae15f4b
0405f8d5823af00df4fa710d3b8db864,7/14/16 0:00,Operations Division,East District,ED Middle Shift,,Non-Compliant,Physical-Knee Strike,In compliance,Arrest,TRUE,Resisting Law Enforcement (F),TRUE,FALSE,Complaint of Pain,TRUE,TRUE,No injuries noted or visible,Black,Male,39,White,Male,30,1,0bd5c734238622e1faa1beda5588c3ef
0405f8d5823af00df4fa710d3b8db864,7/14/16 0:00,Operations Division,East District,ED Middle Shift,,Non-Compliant,Physical-Other,In compliance,Arrest,TRUE,Resisting Law Enforcement (F),TRUE,FALSE,Complaint of Pain,TRUE,TRUE,No injuries noted or visible,Black,Male,39,White,Male,30,2,1959dcb6638562aea533fac3a4fe0c44
0405f8d5823af00df4fa710d3b8db864,7/14/16 0:00,Operations Division,East District,ED Middle Shift,,Non-Compliant,Physical-Weight Leverage,In compliance,Arrest,TRUE,Resisting Law Enforcement (F),TRUE,FALSE,Complaint of Pain,TRUE,TRUE,No injuries noted or visible,Black,Male,39,White,Male,30,2,1959dcb6638562aea533fac3a4fe0c44
2dd68339b17fa696e07a88fc0df8e45b,7/15/16 0:00,Administration Division,Training Bureau,Recruit Training Section,12th Recruit Class,Non-Compliant,Physical-Leg Sweep,In compliance,Arrest,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,Black,Male,30,Black,Male,31,2,01dd1eed78ad9f13d298b331a54bc26e
2dd68339b17fa696e07a88fc0df8e45b,7/15/16 0:00,Administration Division,Training Bureau,Recruit Training Section,12th Recruit Class,Non-Compliant,Physical-Handcuffing,In compliance,Arrest,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,Black,Male,30,Asian,Female,43,11,71e88311a045d66d2ef8404a57f905c6
2dd68339b17fa696e07a88fc0df8e45b,7/15/16 0:00,Administration Division,Training Bureau,Recruit Training Section,12th Recruit Class,Non-Compliant,Physical-Handcuffing,In compliance,Arrest,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,Black,Male,30,White,Female,26,,aa387595a372639fb8eeb6829b134379
2dd68339b17fa696e07a88fc0df8e45b,7/15/16 0:00,Administration Division,Training Bureau,Recruit Training Section,12th Recruit Class,Non-Compliant,Physical-Knee Strike,In compliance,Arrest,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,Black,Male,30,White,Female,26,,aa387595a372639fb8eeb6829b134379
a7c61a7cd07c2ff26671466174c6cda0,7/26/16 0:00,Operations Division,East District,ED Middle Shift,,Resisting Arrest,Physical-Knee Strike,,Arrest,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,,Black,Male,46,White,Male,30,1,a31728a5246cc6e5e2c52f9056c8fa75
55d775b90e0e43a7389e2dd5d8f99a2b,7/16/16 0:00,Operations Division,East District,ED Late Shift,,Non-Compliant,Physical-Other,In compliance,Investigation,TRUE,Disorderly Conduct,FALSE,FALSE,,TRUE,FALSE,,Bi-Racial,Female,17,White,Male,30,2,ead7d2f770c271b9d888527ab01358ed
3cc612d95a42c7ce3adb26c6a828d685,7/17/16 0:00,Operations Division,Southeast District,SE Middle Shift,,Combative Suspect,Physical-Joint/Pressure,In compliance,Call For Service,TRUE,Disorderly Conduct,FALSE,FALSE,No injuries noted or visible,TRUE,FALSE,Minor Scrapes,White,Male,26,White,Male,40,11,2d75bd8f411085af3178a17b02fbcb04
392696b6de826d587022575390a249bf,7/17/16 0:00,Operations Division,East District,ED Middle Shift,,Assaulting Officer(s),Physical-Handcuffing,In compliance,Arrest,TRUE,Intimidation,FALSE,FALSE,,TRUE,FALSE,Minor Bleeding,Black,Male,35,White,Male,26,1,7dc3b8e6fd4f6fc61d4530ce2df2b071
392696b6de826d587022575390a249bf,7/17/16 0:00,Operations Division,East District,ED Middle Shift,,Assaulting Officer(s),Physical-Weight Leverage,In compliance,Arrest,TRUE,Intimidation,FALSE,FALSE,,TRUE,FALSE,Minor Bleeding,Black,Male,35,White,Male,26,1,7dc3b8e6fd4f6fc61d4530ce2df2b071
392696b6de826d587022575390a249bf,7/17/16 0:00,Operations Division,East District,ED Middle Shift,,Assaulting Officer(s),Physical-Knee Strike,In compliance,Arrest,TRUE,Intimidation,FALSE,FALSE,,TRUE,FALSE,Minor Bleeding,Black,Male,35,White,Male,26,1,7dc3b8e6fd4f6fc61d4530ce2df2b071
3cc612d95a42c7ce3adb26c6a828d685,7/17/16 0:00,Operations Division,Southeast District,SE Middle Shift,,Combative Suspect,Physical-Leg Sweep,In compliance,Call For Service,TRUE,Disorderly Conduct,FALSE,FALSE,No injuries noted or visible,TRUE,FALSE,Minor Scrapes,White,Male,26,White,Male,40,11,2d75bd8f411085af3178a17b02fbcb04
55d775b90e0e43a7389e2dd5d8f99a2b,7/16/16 0:00,Operations Division,East District,ED Late Shift,,Non-Compliant,Physical-Other,In compliance,Investigation,TRUE,Disorderly Conduct,FALSE,FALSE,,TRUE,FALSE,Bruising,Bi-Racial,Female,17,White,Female,24,1,31701cfce1cd84afff0fe2c6f2b7bfd0
55d775b90e0e43a7389e2dd5d8f99a2b,7/16/16 0:00,Operations Division,East District,ED Late Shift,,Non-Compliant,Physical-Handcuffing,In compliance,Investigation,TRUE,Disorderly Conduct,FALSE,FALSE,,TRUE,FALSE,,Bi-Racial,Female,17,White,Female,34,6,ba127bb7bf3f58d8192ec3ab1c277b5d
e18beae2648c7090eaabcc7ee8fcac0f,7/16/16 0:00,Operations Division,Southeast District,SE Middle Shift,,Non-Compliant,Less Lethal-Taser,In compliance,Arrest,TRUE,Immediate Detention,FALSE,TRUE,Minor Bleeding,TRUE,TRUE,,White,Male,24,White,Male,50,19,8503952c3d428006a8e525a6f3423c2a
e18beae2648c7090eaabcc7ee8fcac0f,7/16/16 0:00,Operations Division,Southeast District,SE Middle Shift,,Non-Compliant,Physical-Other,In compliance,Arrest,TRUE,Immediate Detention,FALSE,TRUE,Minor Bleeding,TRUE,TRUE,Gunshot Wound,White,Male,24,White,Male,38,8,d39cdad4a59debf3cd2ac1d39a4e0eba
5141dfd12d5c42a5d0385d752d3eb5fd,7/25/16 0:00,Operations Division,Northwest District,NW Middle Shift,,Non-Compliant,Less Lethal-Pepperball,,Investigation,FALSE,,FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,,Black,Male,32,White,Male,37,4,0aa5115e5dc413289dc4327ceefd387d
a7c61a7cd07c2ff26671466174c6cda0,7/26/16 0:00,Operations Division,East District,ED Middle Shift,,Resisting Arrest,Physical-Knee Strike,,Arrest,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,,Black,Male,46,White,Male,30,1,0bd5c734238622e1faa1beda5588c3ef
41428aefa7f348a8b67c071de80b6207,7/20/16 0:00,Operations Division,Southwest District,SW Late Shift,,Combative Suspect,Less Lethal-Taser,,Arrest,FALSE,Stolen Vehicle,FALSE,FALSE,No injuries noted or visible,TRUE,FALSE,,White,Male,41,White,Female,37,14,df3f266d261dd9ae81516797fae2fdeb
a7c61a7cd07c2ff26671466174c6cda0,7/26/16 0:00,Operations Division,East District,ED Middle Shift,,Resisting Arrest,Physical-Fist Strike,,Arrest,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,,Black,Male,46,White,Male,30,1,0bd5c734238622e1faa1beda5588c3ef
17449ff20a63bf85190e3feef0365127,7/20/16 0:00,Operations Division,Southwest District,SW Late Shift,,Assaulting Officer(s),Less Lethal-Baton,In compliance,Arrest,TRUE,Battery (F),TRUE,TRUE,,TRUE,FALSE,,White,Male,41,White,Male,43,18,3066b44ec63ad2149a8d58287b3a0a4e
a7c61a7cd07c2ff26671466174c6cda0,7/26/16 0:00,Operations Division,East District,ED Middle Shift,,Resisting Arrest,Physical-Joint/Pressure,,Arrest,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,,Black,Male,46,White,Male,30,1,0bd5c734238622e1faa1beda5588c3ef
7b63c50d799615d5e86872d8ef287d50,,,,,,,,,,,,,,,,,,,,,,,,,
61a76b448054b28e1434028ce108720f,3/5/17 0:00,Operations Division,Operations Support,,,Assaulting Officer(s),Physical-Weight Leverage,In compliance,Arrest,TRUE,,TRUE,FALSE,,TRUE,FALSE,,White,Female,40,Black,Female,29,1,b663f8e39250fa424b9fd7a2e25e1f6d
fefd006d8a815ab65bf66b207ba95681,9/1/16 0:00,Operations Division,East District,ED Late Shift,,Non-Compliant,,,Call For Service,TRUE,Criminal Mischief (M),FALSE,FALSE,,FALSE,FALSE,,Black,Male,28,Hispanic,Male,53,13,ed9c8eaa68c252925049ebe97ee63752
7348e239182d12c7a5617f9ad518acd0,9/1/16 0:00,Operations Division,Northwest District,NW Day Shift,NW Day Shift,Fleeing,,,Assisting a Citizen,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,PIN PRICK MIDDLE BACK,FALSE,FALSE,No injuries noted or visible,Black,Male,33,White,Male,37,8,ea8b56191944263d25af25cd0025a4de
f5d0769e97349c5ea23f45481523b8e1,7/20/16 0:00,Operations Division,Southwest District,SW Late Shift,,Resisting Arrest,Less Lethal-Pepperball,,Call For Service,TRUE,Possession of Methamphetamine,FALSE,TRUE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,White,Male,41,White,Male,31,8,b272f473d6b170e73b3092fa8874f268
a00380ae700bde11ba6f214b6589be13,7/14/16 0:00,Operations Division,Northwest District,NW Late Shift,,Combative Suspect,,,Arrest,TRUE,,TRUE,TRUE,,FALSE,FALSE,,Black,Male,39,White,Male,38,8,ed10e9e3269981467205cb97ff792079
f5d0769e97349c5ea23f45481523b8e1,7/20/16 0:00,Operations Division,Southwest District,SW Late Shift,,Resisting Arrest,Less Lethal-CS/OC,,Call For Service,TRUE,Possession of Methamphetamine,FALSE,TRUE,No injuries noted or visible,FALSE,FALSE,,White,Male,41,White,Male,37,13,ad10bd915e9346169a0f0422affd24b8
1c821d785dd5b5d8fa0cab9a3c34c408,7/20/16 0:00,Homeland Security Division,Homeland Security Bureau/Tactical,Canine Section,Canine Unit - Late Tactical,Fleeing,Canine Bite,,Request For PSD,TRUE,Driving While Suspended,TRUE,TRUE,Canine Bite,FALSE,FALSE,,Black,Male,30,White,Male,37,13,ad10bd915e9346169a0f0422affd24b8
f10e56dd669ce8470e5d61d8ac878d9c,7/21/16 0:00,Operations Division,Southeast District,SE Day Shift,SE Day Shift,Non-Compliant,Physical-Fist Strike,In compliance,Call For Service,TRUE,,TRUE,TRUE,Laceration,FALSE,FALSE,No injuries noted or visible,White,Male,22,White,Male,49,17,c7d8dd3e7be281f979c15c3a1c394e4b
f10e56dd669ce8470e5d61d8ac878d9c,7/21/16 0:00,Operations Division,Southeast District,SE Day Shift,SE Day Shift,Non-Compliant,Physical-Joint/Pressure,In compliance,Call For Service,TRUE,,TRUE,TRUE,Laceration,FALSE,FALSE,No injuries noted or visible,White,Male,22,White,Male,49,17,c7d8dd3e7be281f979c15c3a1c394e4b
f10e56dd669ce8470e5d61d8ac878d9c,7/21/16 0:00,Operations Division,Southeast District,SE Day Shift,SE Day Shift,Non-Compliant,Physical-Handcuffing,In compliance,Call For Service,TRUE,,TRUE,TRUE,Laceration,FALSE,FALSE,No injuries noted or visible,White,Male,22,White,Male,25,,c589c8b8e9d2094ac04e225c0f10024c
f10e56dd669ce8470e5d61d8ac878d9c,7/21/16 0:00,Operations Division,Southeast District,SE Day Shift,SE Day Shift,Non-Compliant,Physical-Joint/Pressure,In compliance,Call For Service,TRUE,,TRUE,TRUE,Laceration,FALSE,FALSE,No injuries noted or visible,White,Male,22,White,Male,25,,c589c8b8e9d2094ac04e225c0f10024c
373e97d4c3a4b6cf848501a3f3855fab,7/19/16 0:00,Operations Division,Northwest District,NW Middle Shift,,Combative Suspect,Physical-Handcuffing,,Call For Service,TRUE,Immediate Detention,FALSE,FALSE,Minor Bleeding,FALSE,FALSE,,Black,Male,24,White,Male,30,1,76818890ac2b27b1734b9d9b25fa5736
a00380ae700bde11ba6f214b6589be13,7/14/16 0:00,Operations Division,Northwest District,NW Late Shift,,Combative Suspect,,,Arrest,TRUE,,TRUE,TRUE,,FALSE,FALSE,,Black,Male,39,Hispanic,Male,25,,cc74e559e838fb50e3edd43fd752ee40
373e97d4c3a4b6cf848501a3f3855fab,7/19/16 0:00,Operations Division,Northwest District,NW Middle Shift,,Combative Suspect,Less Lethal-Taser,,Call For Service,TRUE,Immediate Detention,FALSE,FALSE,Minor Bleeding,FALSE,FALSE,No injuries noted or visible,Black,Male,24,White,Male,29,1,5b56a650256a1c7f98616504fc679d75
a00380ae700bde11ba6f214b6589be13,7/14/16 0:00,Operations Division,Northwest District,NW Late Shift,,Combative Suspect,,,Arrest,TRUE,,TRUE,TRUE,,FALSE,FALSE,,Black,Male,39,White,Male,40,8,950d49759ea58670b7c0f0e53056b3d3
373e97d4c3a4b6cf848501a3f3855fab,7/19/16 0:00,Operations Division,Northwest District,NW Middle Shift,,Combative Suspect,Physical-Weight Leverage,,Call For Service,TRUE,Immediate Detention,FALSE,FALSE,Minor Bleeding,FALSE,FALSE,,Black,Male,24,White,Male,30,1,76818890ac2b27b1734b9d9b25fa5736
373e97d4c3a4b6cf848501a3f3855fab,7/19/16 0:00,Operations Division,Northwest District,NW Middle Shift,,Combative Suspect,Physical-Weight Leverage,,Call For Service,TRUE,Immediate Detention,FALSE,FALSE,Minor Bleeding,FALSE,FALSE,No injuries noted or visible,Black,Male,24,White,Male,29,1,5b56a650256a1c7f98616504fc679d75
a00380ae700bde11ba6f214b6589be13,7/14/16 0:00,Operations Division,Northwest District,NW Late Shift,,Combative Suspect,,,Arrest,TRUE,,TRUE,TRUE,,FALSE,FALSE,,Black,Male,39,White,Male,24,,43bef76048794b62445d3eea91a21e15
373e97d4c3a4b6cf848501a3f3855fab,7/19/16 0:00,Operations Division,Northwest District,NW Middle Shift,,Combative Suspect,Physical-Take Down,,Call For Service,TRUE,Immediate Detention,FALSE,FALSE,Minor Bleeding,FALSE,FALSE,,Black,Male,24,White,Male,30,1,76818890ac2b27b1734b9d9b25fa5736
a00380ae700bde11ba6f214b6589be13,7/14/16 0:00,Operations Division,Northwest District,NW Late Shift,,Combative Suspect,,,Arrest,TRUE,,TRUE,TRUE,,FALSE,FALSE,,Black,Male,39,Hispanic,Male,44,8,017b5f10c7b1d4aa05e930dbbe5dc047
d50facf121a6b8d3a7a3095486222e05,7/18/16 0:00,Operations Division,North District,ND Late Shift,,Non-Compliant,Less Lethal-Taser,In compliance,Traffic Stop,TRUE,Resisting Law Enforcement (M),FALSE,TRUE,,FALSE,FALSE,,Black,Male,26,White,Male,35,,5fd31cd897eaa0cb05d22f0b9f5af61b
d50facf121a6b8d3a7a3095486222e05,7/18/16 0:00,Operations Division,North District,ND Late Shift,,Non-Compliant,Less Lethal-Taser,In compliance,Traffic Stop,TRUE,Resisting Law Enforcement (M),FALSE,TRUE,,FALSE,FALSE,,Black,Male,26,White,Male,41,8,74457544b5ed1282b2c358d555c8d63f
15a095da89913af1a132343664061aba,8/28/16 0:00,Operations Division,Southeast District,SE Late Shift,,Resisting Arrest,Physical-Other,In compliance,Traffic Stop,TRUE,Operating a Vehicle While Intoxicated (M),FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,,Black,Female,23,Black,Female,29,,b663f8e39250fa424b9fd7a2e25e1f6d
15a095da89913af1a132343664061aba,8/28/16 0:00,Operations Division,Southeast District,SE Late Shift,,Resisting Arrest,Physical-Other,In compliance,Traffic Stop,TRUE,Operating a Vehicle While Intoxicated (M),FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,,Black,Female,23,White,Male,34,1,a0c865c75c10e69ee349e1b431ef7fb0
b3ae77818a862f10f0a263241566e112,7/18/16 0:00,Administration Division,Training Bureau,Recruit Training Section,12th Recruit Class,Non-Compliant,Less Lethal-Taser,,Traffic Stop,TRUE,,FALSE,TRUE,,FALSE,FALSE,,Black,Male,26,White,Male,35,,5fd31cd897eaa0cb05d22f0b9f5af61b
3b7750faae11bbbfbc23ab76b820b852,7/20/16 0:00,Criminal Investigation Division,Covert Investigations,Human Trafficking/Vice,Vice Unit,Fleeing,Physical-Take Down,In compliance,Arrest,TRUE,Resisting Law Enforcement (M),TRUE,TRUE,Minor Scrapes,FALSE,FALSE,,White,Female,34,Black,Male,38,15,9e67a0fe60251ec65f5498157c20c72c
3b7750faae11bbbfbc23ab76b820b852,7/20/16 0:00,Criminal Investigation Division,Covert Investigations,Human Trafficking/Vice,Vice Unit,Fleeing,Physical-Take Down,In compliance,Arrest,TRUE,Resisting Law Enforcement (M),TRUE,TRUE,Minor Scrapes,FALSE,FALSE,,White,Female,34,White,Male,37,14,571eecd41b23b5d162ff508efb7be9f6
30c68a765c34d6dc212593fed96e4cdf,7/17/16 0:00,Administration Division,Training Bureau,Recruit Training Section,12th Recruit Class,Combative Suspect,Physical-Other,In compliance,Traffic Stop,TRUE,Resisting Law Enforcement (M),TRUE,FALSE,Complaint of Pain,FALSE,FALSE,,Black,Male,53,White,Male,33,8,83051cbbdf5cecee9295e522e29e9d3b
30c68a765c34d6dc212593fed96e4cdf,7/17/16 0:00,Administration Division,Training Bureau,Recruit Training Section,12th Recruit Class,Combative Suspect,Physical-Joint/Pressure,In compliance,Traffic Stop,TRUE,Resisting Law Enforcement (M),TRUE,FALSE,Complaint of Pain,FALSE,FALSE,,Black,Male,53,Black,Male,56,25,fb04486df315bcd3920d3026c30e3a09
30c68a765c34d6dc212593fed96e4cdf,7/17/16 0:00,Administration Division,Training Bureau,Recruit Training Section,12th Recruit Class,Combative Suspect,Physical-Handcuffing,In compliance,Traffic Stop,TRUE,Resisting Law Enforcement (M),TRUE,FALSE,Complaint of Pain,FALSE,FALSE,,Black,Male,53,Black,Male,31,,f0401aa56dd0b6568d334d7e9dd29fd4
7e422f83ff54e65a7c20b4b2b5ec4397,7/22/16 0:00,Operations Division,East District,ED Late Shift,,Resisting Arrest,Physical-Leg Sweep,,Arrest,TRUE,Resisting Law Enforcement (M),FALSE,TRUE,No injuries noted or visible,TRUE,FALSE,Bite Mark,Black,Female,21,White,Female,28,1,ed74c23cbbfcd30b1d768a55ee2a4b4d
30c68a765c34d6dc212593fed96e4cdf,7/17/16 0:00,Administration Division,Training Bureau,Recruit Training Section,12th Recruit Class,Combative Suspect,Physical-Leg Sweep,In compliance,Traffic Stop,TRUE,Resisting Law Enforcement (M),TRUE,FALSE,Complaint of Pain,FALSE,FALSE,,Black,Male,53,White,Male,32,8,a7789f7f0fcc34a5fe1b5a054fbdeb12
7e422f83ff54e65a7c20b4b2b5ec4397,7/22/16 0:00,Operations Division,East District,ED Late Shift,,Resisting Arrest,Physical-Weight Leverage,,Arrest,TRUE,Resisting Law Enforcement (M),FALSE,TRUE,No injuries noted or visible,TRUE,FALSE,Bite Mark,Black,Female,21,White,Female,28,1,ed74c23cbbfcd30b1d768a55ee2a4b4d
30c68a765c34d6dc212593fed96e4cdf,7/17/16 0:00,Administration Division,Training Bureau,Recruit Training Section,12th Recruit Class,Combative Suspect,Physical-Joint/Pressure,In compliance,Traffic Stop,TRUE,Resisting Law Enforcement (M),TRUE,FALSE,Complaint of Pain,FALSE,FALSE,,Black,Male,53,White,Male,32,8,a7789f7f0fcc34a5fe1b5a054fbdeb12
7e422f83ff54e65a7c20b4b2b5ec4397,7/22/16 0:00,Operations Division,East District,ED Late Shift,,Resisting Arrest,Physical-Knee Strike,,Arrest,TRUE,Resisting Law Enforcement (M),FALSE,TRUE,No injuries noted or visible,TRUE,FALSE,Bite Mark,Black,Female,21,White,Female,28,1,ed74c23cbbfcd30b1d768a55ee2a4b4d
df10e16fbfa03512eabefd39341dc85c,7/21/16 0:00,Administration Division,Training Bureau,Recruit Training Section,12th Recruit Class,Resisting Arrest,Physical-Joint/Pressure,In compliance,Arrest,TRUE,Possession of Controlled Substance,TRUE,TRUE,Minor Bleeding,FALSE,FALSE,,White,Male,22,White,Male,25,,c589c8b8e9d2094ac04e225c0f10024c
b8a85818ed35150731f22318416f6a13,7/22/16 0:00,Operations Division,East District,ED Late Shift,,Resisting Arrest,Physical-Take Down,In compliance,Traffic Stop,TRUE,Theft/Receiving Stolen Property,TRUE,FALSE,Complaint of Pain,FALSE,FALSE,No injuries noted or visible,Black,Male,,White,Male,30,2,ead7d2f770c271b9d888527ab01358ed
df10e16fbfa03512eabefd39341dc85c,7/21/16 0:00,Administration Division,Training Bureau,Recruit Training Section,12th Recruit Class,Resisting Arrest,Physical-Joint/Pressure,In compliance,Arrest,TRUE,Possession of Controlled Substance,TRUE,TRUE,Minor Bleeding,FALSE,FALSE,,White,Male,22,White,Male,49,17,c7d8dd3e7be281f979c15c3a1c394e4b
ed93197693fe5bb99efce89910db22fe,7/22/16 0:00,Homeland Security Division,Homeland Security Bureau/Tactical,Canine Section,Canine Unit - Late Tactical,Fleeing,Canine Bite,,Request For PSD,TRUE,Dealing in Methamphetamine,TRUE,TRUE,Canine Bite,FALSE,FALSE,,White,Male,31,White,Male,49,15,920733f97fbea210e57ddc6627acb3a2
df10e16fbfa03512eabefd39341dc85c,7/21/16 0:00,Administration Division,Training Bureau,Recruit Training Section,12th Recruit Class,Resisting Arrest,Physical-Fist Strike,In compliance,Arrest,TRUE,Possession of Controlled Substance,TRUE,TRUE,Minor Bleeding,FALSE,FALSE,,White,Male,22,White,Male,49,17,c7d8dd3e7be281f979c15c3a1c394e4b
c7b0fac143eded3911282fd1936dd58c,7/21/16 0:00,Administration Division,Training Bureau,Recruit Training Section,12th Recruit Class,Resisting Arrest,Physical-Handcuffing,In compliance,Arrest,TRUE,,FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,Black,Male,55,White,Male,26,,f05d914b76c1a46f1adb7c54f3854c82
c7b0fac143eded3911282fd1936dd58c,7/21/16 0:00,Administration Division,Training Bureau,Recruit Training Section,12th Recruit Class,Resisting Arrest,Physical-Joint/Pressure,In compliance,Arrest,TRUE,,FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,Black,Male,55,White,Male,26,,f05d914b76c1a46f1adb7c54f3854c82
