dept,city,state,address_or_intersection,charge_code,cross_street,date,encounter_type,incident_id,incident_reason,latitude,longitude,number_of_suspects,number_officers_involved,officer_age,officer_death,officer_ethnicity,officer_gender,officer_id,officer_injured,officer_injuries_detail,officer_race,officer_yrs_experience,reason_for_force,reason_for_force_detailed,search_conducted,search_conducted_person,search_conducted_vehicle,search_reason,subject_age,subject_death,subject_description,subject_gender,subject_id,subject_injured,subject_injuries_detail,subject_priors,subject_race,subject_weapon_possessed,suspected_crime_type,suspected_crime_type_detailed,type_of_force_used,weapon_or_tool_used
37-00027,Austin,TX,1300 PARKER LN,,,2014-11-17 00:00:00,,20143211725,DISPATCHED CALL,30.242565000000003,-97.730261,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,2,NECESSARY TO EFFECT ARREST / DETENTION,EMPTY HAND DEFENSIVE RESISTANCE,,,,,,,,M,,,NO COMPLAINT OF INJURY/PAIN,,Black,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,2600 N IH 35 UPPER DECK SB,,,2015-07-22 00:00:00,,20152031587,DISPATCHED CALL,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,0,NECESSARY TO EFFECT ARREST / DETENTION,EMPTY HAND DEFENSIVE RESISTANCE,,,,,,,,M,,,NO COMPLAINT OF INJURY/PAIN,,Black,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,11412 JIM THORPE LN,,,2016-12-12 00:00:00,,20163470761,TRAFFIC STOP,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,4,NECESSARY TO EFFECT ARREST / DETENTION,expired code-empty hand defensive resistance,,,,,,,,M,,,NO COMPLAINT OF INJURY/PAIN,,Hispanic,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,6307 CAMERON RD,,,2014-07-15 00:00:00,,20141960115,DISPATCHED CALL,30.320428000000003,-97.69614200000001,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,0,NECESSARY TO EFFECT ARREST / DETENTION,EMPTY HAND DEFENSIVE RESISTANCE,,,,,,,,M,,,NO COMPLAINT OF INJURY/PAIN,,Hispanic,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,1425 E 12TH ST,,,2015-06-04 00:00:00,,20151551699,DISPATCHED CALL,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,24,NECESSARY TO EFFECT ARREST / DETENTION,PASSIVE RESISTANCE; EMPTY HAND DEFENSIVE RESISTANCE,,,,,,,,F,,,NO COMPLAINT OF INJURY/PAIN,,Black,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,W 15TH ST / LAVACA ST,,,2015-04-03 00:00:00,,2015930251,DISPATCHED CALL,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,1,"IN CUSTODY, MAINTAINING CONTROL",EMPTY HAND DEFENSIVE RESISTANCE,,,,,,,,M,,,MINOR INJURY,,Hispanic,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,1100 BLOCK POQUITO ST,,,2015-12-17 00:00:00,,20153511779,OTHER,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,12,NECESSARY TO EFFECT ARREST / DETENTION,OTHER,,,,,,,,M,,,NO COMPLAINT OF INJURY/PAIN,,Black,,,,CED - PRONGS MISSED-ENTER # SHOTS,
37-00027,Austin,TX,1000 CONGRESS AVE,,,2015-09-19 00:00:00,,20152620943,OTHER,,,,,,,,,,,,,8,NECESSARY TO EFFECT ARREST / DETENTION,EMPTY HAND DEFENSIVE RESISTANCE,,,,,,,,F,,,COMPLAINT OF INJURY/PAIN,,Black,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,300 BLOCK E 6TH ST,,,2016-12-19 00:00:00,,20163540100,DISPATCHED CALL,,,,,,,,,,,COMPLAINT OF INJURY/PAIN,,9,"IN CUSTODY, MAINTAINING CONTROL",expired code-empty hand active aggression,,,,,,,,F,,,COMPLAINT OF INJURY/PAIN; NO COMPLAINT OF INJURY/PAIN,,White,,,,OTHER,
37-00027,Austin,TX,1500 FARO DR,,,2016-07-15 00:00:00,,20161971935,DISPATCHED CALL,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,1,NECESSARY TO EFFECT ARREST / DETENTION,expired code-empty hand defensive resistance,,,,,,,,M,,,NO COMPLAINT OF INJURY/PAIN,,Hispanic,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,610 NUECES ST,,,2016-05-20 00:00:00,,20161411948,DISPATCHED CALL,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,13,NECESSARY TO EFFECT ARREST / DETENTION,expired code-empty hand defensive resistance,,,,,,,,M,,,MINOR INJURY,,White,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,609 W 6TH ST,,,2015-09-20 00:00:00,,20152630253,DISPATCHED CALL,,,,,,,,,,,COMPLAINT OF INJURY/PAIN,,4,NECESSARY TO EFFECT ARREST / DETENTION,EMPTY HAND DEFENSIVE RESISTANCE,,,,,,,,M,,,NO COMPLAINT OF INJURY/PAIN,,White,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,9300 S IH 35 SVRD SB,,,2015-07-17 00:00:00,,20151981209,DISPATCHED CALL,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,9,"IN CUSTODY, MAINTAINING CONTROL",PASSIVE RESISTANCE,,,,,,,,M,,,NO COMPLAINT OF INJURY/PAIN,,Hispanic,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,400 BLOCK E 6TH ST,,,2015-05-23 00:00:00,,20151430132,VIEWED OFFENSE,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,2,NECESSARY TO DEFEND ANOTHER,EMPTY HAND ACTIVE AGGRESSION,,,,,,,,M,,,NO COMPLAINT OF INJURY/PAIN,,Hispanic,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,600 BLOCK TRINITY ST,,,2016-03-20 00:00:00,,2016800385,OTHER,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,4,TO RESTRAIN FOR SUBJECTS SAFETY,expired code-empty hand active aggression,,,,,,,,M,,,NO COMPLAINT OF INJURY/PAIN,,Black,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,2900 SUNRIDGE DR,,,2016-07-18 00:00:00,,20162001906,DISPATCHED CALL,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,8,TO RESTRAIN FOR SUBJECTS SAFETY,expired code-passive resistance; expired code-other,,,,,,,,M,,,MINOR INJURY; COMPLAINT OF INJURY/PAIN,,Black,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,700 BLOCK NECHES ST,,,2015-08-24 00:00:00,,20152361151,DISPATCHED CALL,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,2,NECESSARY TO EFFECT ARREST / DETENTION,EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,,,,,,,,M,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,,Black,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,1100 E 6TH ST,,,2014-05-09 00:00:00,,20141292330,VIEWED OFFENSE,30.264708000000002,-97.731365,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,6,NECESSARY TO EFFECT ARREST / DETENTION,EMPTY HAND DEFENSIVE RESISTANCE,,,,,,,,M,,,NO COMPLAINT OF INJURY/PAIN,,White,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,200 W 5TH ST,,,2016-05-06 00:00:00,,20161271970,OTHER,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,8,NECESSARY TO EFFECT ARREST / DETENTION,expired code-empty hand defensive resistance,,,,,,,,M,,,MINOR INJURY,,Hispanic,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,11601 DOMAIN DR,,,2016-03-02 00:00:00,,2016621489,DISPATCHED CALL,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,2,NECESSARY TO EFFECT ARREST / DETENTION,expired code-empty hand defensive resistance,,,,,,,,M,,,NO COMPLAINT OF INJURY/PAIN,,Hispanic,,,,CED - PRONGS MISSED-ENTER # CYCLES (use #shots field),
37-00027,Austin,TX,325 E 6TH ST,,,2016-02-28 00:00:00,,2016590136,VIEWED OFFENSE,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,16,NECESSARY TO EFFECT ARREST / DETENTION,expired code-empty hand defensive resistance,,,,,,,,M,,,NO COMPLAINT OF INJURY/PAIN,,Black,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,6320 N LAMAR BLVD,,,2015-03-10 00:00:00,,2015690817,DISPATCHED CALL,,,,,,,,,,,,,5,NECESSARY TO EFFECT ARREST / DETENTION,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,,,,,,,,F,,,NO COMPLAINT OF INJURY/PAIN,,White,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,1941 GASTON PLACE DR,,,2014-02-13 00:00:00,,2014440774,DISPATCHED CALL,30.312509999999996,-97.688648,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,12,TO RESTRAIN FOR SUBJECTS SAFETY,VERBAL RESISTANCE/AGGRESSION; PASSIVE RESISTANCE,,,,,,,,M,,,COMPLAINT OF INJURY/PAIN,,Black,,,,CHEMICAL AGENT - O C SPRAY,
37-00027,Austin,TX,2714 GUADALUPE ST,,,2014-07-25 00:00:00,,20142060293,DISPATCHED CALL,30.292831,-97.74152,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,4,NECESSARY TO EFFECT ARREST / DETENTION,VERBAL RESISTANCE/AGGRESSION; PASSIVE RESISTANCE; EMPTY HAND ACTIVE AGGRESSION,,,,,,,,F,,,NO COMPLAINT OF INJURY/PAIN,,Black,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,W KOENIG LN / CHESTERFIELD AVE,,,2016-10-15 00:00:00,,20162891594,DISPATCHED CALL,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,2,NECESSARY TO EFFECT ARREST / DETENTION,expired code-verbal resistance/aggression; expired code-empty hand defensive resistance; expired code-other,,,,,,,,M,,,COMPLAINT OF INJURY/PAIN,,Black,,,,CED - PRONGS MISSED-ENTER # CYCLES (use #shots field),
37-00027,Austin,TX,600 BLOCK NECHES ST,,,2015-04-11 00:00:00,,20151010146,VIEWED OFFENSE,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,-1,NECESSARY TO DEFEND REPORTING OFFICER,VERBAL RESISTANCE/AGGRESSION; OTHER,,,,,,,,F,,,NO COMPLAINT OF INJURY/PAIN,,Hispanic,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,500 BRAZOS ST,,,2014-11-15 00:00:00,,20143191571,OTHER,30.266959999999997,-97.741744,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,4,NECESSARY TO EFFECT ARREST / DETENTION,EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,,,,,,,,M,,,MINOR INJURY,,Hispanic,,,,CED - DRIVE STUN-ENTER # SHOTS,
37-00027,Austin,TX,400 E 6TH ST,,,2016-07-02 00:00:00,,20161840227,VIEWED OFFENSE,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,3,NECESSARY TO DEFEND ANOTHER,expired code-empty hand active aggression,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,,,,,CHEMICAL AGENT - O C SPRAY,
37-00027,Austin,TX,1909 BITTER CREEK DR,,,2014-10-27 00:00:00,,20143001155,VIEWED OFFENSE,30.185378000000004,-97.76589,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,6,NECESSARY TO EFFECT ARREST / DETENTION,EMPTY HAND DEFENSIVE RESISTANCE; OTHER,,,,,,,,M,,,COMPLAINT OF INJURY/PAIN,,Hispanic,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,124 BOLLES CIR,,,2015-10-30 00:00:00,,20153030227,DISPATCHED CALL,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,2,NECESSARY TO EFFECT ARREST / DETENTION,EMPTY HAND DEFENSIVE RESISTANCE,,,,,,,,M,,,MINOR INJURY,,Black,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,500 BLOCK E MARTIN LUTHER KING JR BLVD,,,2015-11-30 00:00:00,,20153340471,DISPATCHED CALL,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,8,NECESSARY TO EFFECT ARREST / DETENTION,EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,,,,,,,,F,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,,Black,,,,IMPACT WEAPON - BATON,
37-00027,Austin,TX,4925 CRAIGWOOD DR,,,2014-05-19 00:00:00,,20141391934,TRAFFIC STOP,30.284171999999998,-97.659918,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,3,NECESSARY TO EFFECT ARREST / DETENTION,OTHER,,,,,,,,M,,,COMPLAINT OF INJURY/PAIN,,Black,,,,CED - PRONGS-ENTER # SHOTS,
37-00027,Austin,TX,7033 E US 290 HWY SVRD EB,,,2015-04-11 00:00:00,,20151010344,DISPATCHED CALL,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,25,NECESSARY TO EFFECT ARREST / DETENTION,EMPTY HAND DEFENSIVE RESISTANCE,,,,,,,,M,,,MINOR INJURY; COMPLAINT OF INJURY/PAIN,,Hispanic,,,,CANINE - BITE,
37-00027,Austin,TX,7801 BIXLER DR,,,2016-01-03 00:00:00,,201630891,DISPATCHED CALL,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,0,NECESSARY TO EFFECT ARREST / DETENTION,expired code-empty hand defensive resistance,,,,,,,,F,,,NO COMPLAINT OF INJURY/PAIN,,Hispanic,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,2101 S L DAVIS AVE,,,2014-01-31 00:00:00,,2014311920,DISPATCHED CALL,30.271064000000003,-97.717128,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,4,NECESSARY TO EFFECT ARREST / DETENTION,EMPTY HAND ACTIVE AGGRESSION,,,,,,,,M,,,NO COMPLAINT OF INJURY/PAIN,,Black,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,4703 CHIAPPERO TRL,,,2016-07-13 00:00:00,,20161951235,DISPATCHED CALL,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,20,NECESSARY TO EFFECT ARREST / DETENTION,expired code-verbal resistance/aggression; expired code-empty hand defensive resistance,,,,,,,,M,,,NO COMPLAINT OF INJURY/PAIN,,White,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,9300 S IH 35 SVRD SB,,,2016-04-23 00:00:00,,20161140309,DISPATCHED CALL,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,3,NECESSARY TO EFFECT ARREST / DETENTION,expired code-empty hand defensive resistance,,,,,,,,F,,,NO COMPLAINT OF INJURY/PAIN,,Hispanic,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,2111 PARKER LN,,,2016-04-24 00:00:00,,20161150874,DISPATCHED CALL,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,5,NECESSARY TO EFFECT ARREST / DETENTION,expired code-passive resistance; expired code-empty hand defensive resistance,,,,,,,,F,,,NO COMPLAINT OF INJURY/PAIN,,Black,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,4604 TURNSTONE DR,,,2015-07-23 00:00:00,,20152040290,DISPATCHED CALL,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,5,NECESSARY TO DEFEND ANOTHER,EMPTY HAND ACTIVE AGGRESSION,,,,,,,,M,,,NO COMPLAINT OF INJURY/PAIN,,Hispanic,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,E 6TH ST / TRINITY ST,,,2015-03-19 00:00:00,,2015780028,VIEWED OFFENSE,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,2,NECESSARY TO EFFECT ARREST / DETENTION,EMPTY HAND DEFENSIVE RESISTANCE,,,,,,,,M,,,NO COMPLAINT OF INJURY/PAIN,,Black,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,400 COLORADO ST,,,2014-09-19 00:00:00,,20142620184,OTHER,30.26677,-97.744741,,,,,,,,,MINOR INJURY,,6,OTHER (DOCUMENT IN SUPPLEMENT),PASSIVE RESISTANCE,,,,,,,,M,,,MINOR INJURY,,Black,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,2701 RAE DELL AVE,,,2016-01-24 00:00:00,,2016240870,DISPATCHED CALL,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,1,"IN CUSTODY, MAINTAINING CONTROL",expired code-verbal resistance/aggression; expired code-empty hand active aggression; expired code-empty hand defensive resistance,,,,,,,,M,,,NO COMPLAINT OF INJURY/PAIN,,Black,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,600 BARWOOD PARK,,,2015-07-25 00:00:00,,20152060207,DISPATCHED CALL,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,2,"IN CUSTODY, MAINTAINING CONTROL",EMPTY HAND DEFENSIVE RESISTANCE; OTHER,,,,,,,,F,,,NO COMPLAINT OF INJURY/PAIN,,Hispanic,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,6201 SNEED CV,,,2014-11-16 00:00:00,,20143201282,DISPATCHED CALL,30.194171,-97.764034,,,,,,,,,MINOR INJURY,,1,NECESSARY TO EFFECT ARREST / DETENTION,EMPTY HAND DEFENSIVE RESISTANCE,,,,,,,,M,,,NO COMPLAINT OF INJURY/PAIN,,White,,,,CED - PRONGS MISSED-ENTER # SHOTS,
37-00027,Austin,TX,6324 CIRCULO DE AMISTAD,,,2014-10-05 00:00:00,,20142780887,DISPATCHED CALL,30.233860999999997,-97.696421,,,,,,,,,COMPLAINT OF INJURY/PAIN,,19,TO RESTRAIN FOR SUBJECTS SAFETY,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE; OTHER,,,,,,,,M,,,NO COMPLAINT OF INJURY/PAIN,,Black,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,5319 N IH 35 SVRD NB,,,2014-09-08 00:00:00,,20142510924,DISPATCHED CALL,,,,,,,,,,,COMPLAINT OF INJURY/PAIN,,15,NECESSARY TO DEFEND ANOTHER,OTHER,,,,,,,,M,,,MINOR INJURY,,Black,,,,OTHER,
37-00027,Austin,TX,6324 CIRCULO DE AMISTAD,,,2014-10-05 00:00:00,,20142780887,DISPATCHED CALL,30.233860999999997,-97.696421,,,,,,,,,COMPLAINT OF INJURY/PAIN,,8,TO RESTRAIN FOR SUBJECTS SAFETY,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE; OTHER,,,,,,,,M,,,NO COMPLAINT OF INJURY/PAIN,,Black,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,1881 GROVE BLVD,,,2016-09-20 00:00:00,,20162641874,DISPATCHED CALL,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,0,"IN CUSTODY, MAINTAINING CONTROL",expired code-verbal resistance/aggression; expired code-empty hand active aggression,,,,,,,,M,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,,Black,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,2809 W WILLIAM CANNON DR,,,2015-07-07 00:00:00,,20151881030,DISPATCHED CALL,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,17,TO RESTRAIN FOR SUBJECTS SAFETY,EMPTY HAND ACTIVE AGGRESSION,,,,,,,,F,,,NO COMPLAINT OF INJURY/PAIN,,White,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,7607 BLESSING AVE,,,2014-04-10 00:00:00,,20141000127,DISPATCHED CALL,30.333707,-97.691929,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,2,"IN CUSTODY, MAINTAINING CONTROL",VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,,,,,,,,M,,,NO COMPLAINT OF INJURY/PAIN,,Hispanic,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,12520 N IH 35 SVRD SB,,,2015-06-18 00:00:00,,20151690178,DISPATCHED CALL,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,1,NECESSARY TO EFFECT ARREST / DETENTION,PASSIVE RESISTANCE; EMPTY HAND DEFENSIVE RESISTANCE,,,,,,,,M,,,NO COMPLAINT OF INJURY/PAIN,,White,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,CHESTNUT AVE / E 12TH ST,,,2016-02-03 00:00:00,,2016341904,TRAFFIC STOP,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,4,NECESSARY TO EFFECT ARREST / DETENTION,expired code-verbal resistance/aggression,,,,,,,,M,,,SERIOUS INJURY,,Black,,,,CED - PRONGS-ENTER # CYCLES (use #shots field),
37-00027,Austin,TX,4704 ROCKING CHAIR RD,,,2016-05-17 00:00:00,,20161380663,DISPATCHED CALL,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,10,"IN CUSTODY, MAINTAINING CONTROL",expired code-empty hand defensive resistance,,,,,,,,M,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,,Hispanic,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,1800 POQUITO ST,,,2016-06-02 00:00:00,,20161540296,DISPATCHED CALL,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,7,"IN CUSTODY, MAINTAINING CONTROL",expired code-empty hand defensive resistance,,,,,,,,M,,,COMPLAINT OF INJURY/PAIN,,Black,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,1800 PATTON LN,,,2014-05-07 00:00:00,,20141272002,TACTICAL OPERATION,30.318499,-97.68814,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,20,NECESSARY TO EFFECT ARREST / DETENTION,OTHER,,,,,,,,M,,,NO COMPLAINT OF INJURY/PAIN,,Black,,,,CED - PRONGS MISSED-ENTER # SHOTS,
37-00027,Austin,TX,1700 TERI RD,,,2014-11-15 00:00:00,,20143191308,DISPATCHED CALL,30.204492,-97.75617700000001,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,1,NECESSARY TO EFFECT ARREST / DETENTION,VERBAL RESISTANCE/AGGRESSION; PASSIVE RESISTANCE,,,,,,,,M,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,,Hispanic,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,5319 N IH 35 SVRD NB,,,2014-09-08 00:00:00,,20142510924,DISPATCHED CALL,,,,,,,,,,,COMPLAINT OF INJURY/PAIN,,15,NECESSARY TO DEFEND ANOTHER,OTHER,,,,,,,,F,,,MINOR INJURY,,Hispanic,,,,OTHER,
37-00027,Austin,TX,1305 RADCLIFF DR,,,2016-03-30 00:00:00,,2016900013,OTHER,,,,,,,,,,,MINOR INJURY,,1,NECESSARY TO EFFECT ARREST / DETENTION,expired code-empty hand defensive resistance,,,,,,,,M,,,MINOR INJURY,,Black,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,2800 LYONS RD,,,2015-11-06 00:00:00,,20153101343,DISPATCHED CALL,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,2,NECESSARY TO EFFECT ARREST / DETENTION,EMPTY HAND DEFENSIVE RESISTANCE,,,,,,,,F,,,NO COMPLAINT OF INJURY/PAIN,,Hispanic,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,1100 BLOCK POQUITO ST,,,2015-01-28 00:00:00,,2015280972,DISPATCHED CALL,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,5,NECESSARY TO EFFECT ARREST / DETENTION,EMPTY HAND DEFENSIVE RESISTANCE; OTHER,,,,,,,,M,,,NO COMPLAINT OF INJURY/PAIN,,Black,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,11441 N IH 35 SVRD NB,,,2014-02-08 00:00:00,,2014391362,DISPATCHED CALL,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,3,NECESSARY TO EFFECT ARREST / DETENTION,EMPTY HAND DEFENSIVE RESISTANCE,,,,,,,,M,,,MINOR INJURY; NO COMPLAINT OF INJURY/PAIN,,Hispanic,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,700 NECHES ST,,,2016-03-28 00:00:00,,2016881551,VIEWED OFFENSE,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,3,NECESSARY TO EFFECT ARREST / DETENTION,expired code-empty hand defensive resistance,,,,,,,,M,,,NO COMPLAINT OF INJURY/PAIN,,Black,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,919 CONGRESS AVE,,,2014-02-06 00:00:00,,2014371058,DISPATCHED CALL,30.271584000000004,-97.741493,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,6,NECESSARY TO EFFECT ARREST / DETENTION,EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,,,,,,,,F,,,NO COMPLAINT OF INJURY/PAIN,,Black,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,2300 GUADALUPE ST,,,2016-01-13 00:00:00,,2016130887,VIEWED OFFENSE,,,,,,,,,,,MINOR INJURY,,2,NECESSARY TO EFFECT ARREST / DETENTION,expired code-empty hand defensive resistance,,,,,,,,M,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,,Black,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,10212 BROWNIE DR,,,2014-05-05 00:00:00,,20141251080,DISPATCHED CALL,30.368263,-97.68455300000001,,,,,,,,,,,1,NECESSARY TO EFFECT ARREST / DETENTION,EMPTY HAND DEFENSIVE RESISTANCE,,,,,,,,M,,,COMPLAINT OF INJURY/PAIN,,Hispanic,,,,CED - PRONGS-ENTER # SHOTS,
37-00027,Austin,TX,15010 FM 1825 RD,,,2014-12-06 00:00:00,,20143400216,VIEWED OFFENSE,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,2,NECESSARY TO EFFECT ARREST / DETENTION,PASSIVE RESISTANCE,,,,,,,,M,,,NO COMPLAINT OF INJURY/PAIN,,Hispanic,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
